1.346680,1.416016,-0.517578,
0.974609,0.034180,0.208984,
0.375977,0.123047,0.503906,
1.293945,-0.449219,-0.569336,
0.503906,0.191406,-0.281250,
0.941406,0.047852,0.368164,
0.686523,-0.180664,0.002930,
1.747070,0.270508,-0.104492,
0.956055,0.244141,0.020508,
1.054688,0.333984,-0.226563,
-0.086914,-0.237305,0.281250,
1.420898,-0.190430,-0.460938,
1.979492,-0.291016,0.101563,
1.233398,0.560547,0.456055,
0.755859,-0.370117,-0.127930,
0.958008,-0.423828,-0.211914,
1.999023,1.371094,0.651367,
1.999023,0.277344,-0.417969,
-0.084961,-0.056641,-0.547852,
1.374023,-0.209961,0.083984,
0.495117,0.704102,-0.169922,
1.211914,-0.504883,0.418945,
0.574219,0.473633,0.636719,
1.385742,0.401367,-0.483398,
1.999023,0.321289,-0.594727,
0.270508,0.359375,0.739258,
1.443359,0.963867,0.034180,
0.500977,-0.363281,0.006836,
1.999023,0.793945,-0.681641,
-0.299805,-0.251953,0.722656,
1.827148,0.404297,0.122070,
0.474609,0.009766,0.291016,
1.165039,-0.468750,-0.291016,
0.851563,0.854492,-0.027344,
1.439453,0.188477,0.059570,
1.703125,-0.526367,-0.349609,
-0.249023,-0.073242,0.481445,
0.145508,-0.289063,-0.560547,
1.169922,0.157227,0.042969,
0.892578,0.604492,-0.064453,
-0.832031,-0.302734,-0.016602,
0.951172,0.356445,0.027344,
1.999023,1.264648,-0.111328,
0.450195,-0.750977,0.296875,
1.363281,0.308594,-0.104492,
1.427734,-0.257813,-0.581055,
1.283203,-1.398438,0.172852,
1.999023,-0.881836,0.188477,
1.431641,0.326172,-0.137695,
-0.535156,0.061523,0.302734,
1.294922,1.026367,-0.486328,
1.312500,0.219727,0.110352,
1.354492,0.237305,0.214844,
0.500977,-0.095703,0.435547,
0.033203,0.236328,0.283203,
1.557617,-0.306641,0.500977,
1.380859,-0.289063,-0.209961,
1.028320,-0.987305,-0.169922,
1.425781,0.455078,0.520508,
1.780273,0.574219,-0.092773,
1.666016,-0.227539,0.514648,
0.848633,0.877930,-0.054688,
0.502930,0.670898,0.424805,
0.347656,-0.531250,-0.051758,
0.704102,-0.555664,0.204102,
1.999023,0.263672,0.008789,
0.239258,-0.519531,-0.264648,
0.224609,0.188477,-0.104492,
0.352539,-0.104492,0.220703,
0.946289,0.846680,-0.328125,
1.588867,0.100586,-0.784180,
0.969727,-0.066406,0.493164,
1.703125,0.339844,0.087891,
0.851563,0.495117,-0.451172,
1.834961,0.116211,-0.407227,
1.085938,-0.266602,0.282227,
0.851563,0.602539,-0.142578,
1.068359,0.187500,-0.135742,
0.506836,0.066406,-0.202148,
1.131836,-1.018555,-0.052734,
0.112305,-0.399414,0.260742,
1.473633,0.450195,0.218750,
0.881836,-0.187500,-0.641602,
-0.169922,-1.395508,0.408203,
1.251953,-0.656250,-0.003906,
0.707031,0.212891,-0.692383,
1.410156,-0.071289,0.114258,
0.648438,-0.181641,-0.033203,
1.195313,0.647461,0.140625,
0.179688,-0.028320,0.240234,
0.728516,-0.625977,0.027344,
1.318359,-0.258789,0.637695,
0.787109,-0.392578,-0.183594,
1.999023,-0.583984,0.634766,
-0.447266,0.435547,-0.477539,
-0.703125,-0.162109,-0.187500,
0.993164,0.196289,0.219727,
1.108398,-0.377930,-0.432617,
1.983398,0.416992,-0.551758,
1.999023,0.610352,-0.424805,
0.657227,-0.342773,-0.875000,
-0.025391,-0.544922,0.298828,
0.897461,0.147461,-0.398438,
0.467773,-0.055664,0.195313,
0.946289,-0.574219,0.248047,
0.520508,0.657227,0.819336,
0.578125,-0.276367,0.118164,
1.624023,0.266602,-0.206055,
-0.096680,-0.281250,-0.548828,
1.224609,0.050781,-0.393555,
1.085938,-0.414063,-0.409180,
1.930664,0.691406,0.086914,
1.757813,-0.232422,0.259766,
1.410156,-0.799805,-0.229492,
-0.522461,-0.806641,0.111328,
1.999023,0.751953,-0.026367,
1.999023,0.489258,0.040039,
1.999023,1.263672,-0.465820,
1.999023,0.288086,0.490234,
1.043945,0.010742,0.091797,
0.612305,-0.337891,0.318359,
